,dataset,method,strategy,model,og_or_samp,balanced_accuracy,f1,precision,recall
2892,protein_homo,SVMSMOTE,not minority,Tree,og,0.006045128654876164,-0.0001877610549430031,0.006045128654876164,-0.006020579230732848
2894,protein_homo,SVMSMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
2896,protein_homo,SVMSMOTE,not majority,SVM,og,-0.03974520649672919,0.007881849416969344,-0.03974520649672919,0.06631172251022432
2898,protein_homo,SVMSMOTE,not majority,KNN,og,-0.05407360101709424,0.16548944173108338,-0.05407360101709424,0.29698723403610916
2900,protein_homo,SVMSMOTE,not majority,Tree,og,-0.02703226341251419,0.019881311080934938,-0.02703226341251419,0.054567799974824416
2902,protein_homo,SVMSMOTE,not majority,Logistic,og,-0.04059352083066614,0.050711716401452445,-0.04059352083066614,0.13557945165880902
2904,protein_homo,SVMSMOTE,all,SVM,og,-0.04103055354043095,0.0071345575494136115,-0.04103055354043095,0.06607093278308396
2906,protein_homo,SVMSMOTE,all,KNN,og,-0.057545460476007504,0.17103370040102972,-0.057545460476007504,0.3024356940259306
2908,protein_homo,SVMSMOTE,all,Tree,og,-0.029271626865298384,0.009641830798340134,-0.029271626865298384,0.038073132015913114
2910,protein_homo,SVMSMOTE,all,Logistic,og,-0.0412587572084645,0.0558964703985656,-0.0412587572084645,0.14382269794986813
2912,protein_homo,ADASYN,minority,SVM,og,-0.029934288134537468,0.036021402758660614,-0.029934288134537468,0.1101127079002332
2914,protein_homo,ADASYN,minority,KNN,og,-0.05149395536184187,0.255137542268566,-0.05149395536184187,0.36549786146931695
2916,protein_homo,ADASYN,minority,Tree,og,-0.00650668620806194,0.060737251098208156,-0.00650668620806194,0.10250150790327006
2918,protein_homo,ADASYN,minority,Logistic,og,-0.04623644205343569,0.12832684382297777,-0.04623644205343569,0.2384737889378341
2920,protein_homo,ADASYN,not minority,SVM,og,0.0,0.0,0.0,0.0
2922,protein_homo,ADASYN,not minority,KNN,og,0.0,0.0,0.0,0.0
2924,protein_homo,ADASYN,not minority,Tree,og,0.0007606380187066275,-0.00483637025510153,0.0007606380187066275,-0.010057821202842598
2926,protein_homo,ADASYN,not minority,Logistic,og,0.0,0.0,0.0,0.0
2928,protein_homo,ADASYN,not majority,SVM,og,-0.029934288134537468,0.036021402758660614,-0.029934288134537468,0.1101127079002332
2930,protein_homo,ADASYN,not majority,KNN,og,-0.0522545933805485,0.2560831726680879,-0.0522545933805485,0.3660577878637489
2932,protein_homo,ADASYN,not majority,Tree,og,0.0037786652501117235,0.07723947845295154,0.0037786652501117235,0.12444167133566308
2934,protein_homo,ADASYN,not majority,Logistic,og,-0.04561633138753218,0.1322230011255049,-0.04561633138753218,0.24256568727969774
2936,protein_homo,ADASYN,all,SVM,og,-0.029838886493629202,0.037038111330741974,-0.029838886493629202,0.11183593818635451
2938,protein_homo,ADASYN,all,KNN,og,-0.05063534059366792,0.25740231781668765,-0.05063534059366792,0.36689848060947194
2940,protein_homo,ADASYN,all,Tree,og,-0.0024572666865809722,0.07644539594115773,-0.0024572666865809722,0.12768232984674
2942,protein_homo,ADASYN,all,Logistic,og,-0.04523472482389923,0.1345810901978911,-0.04523472482389923,0.24501540076479444
2944,abalone_19,SMOTE,minority,SVM,og,-0.20540540540540542,-0.09387997623291744,-0.20540540540540542,-0.10375183147983574
2946,abalone_19,SMOTE,minority,KNN,og,-0.12837837837837834,-0.03007527215825917,-0.12837837837837834,-0.06714642177290736
2948,abalone_19,SMOTE,minority,Tree,og,0.030405405405405483,0.04756146270023476,0.030405405405405483,0.04911837244287076
2950,abalone_19,SMOTE,minority,Logistic,og,-0.3087837837837838,-0.140612112003473,-0.3087837837837838,-0.13780120260515444
2952,abalone_19,SMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
2954,abalone_19,SMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
2956,abalone_19,SMOTE,not minority,Tree,og,-0.006756756756756688,-0.008596392539300668,-0.006756756756756688,-0.010511912717090066
2958,abalone_19,SMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
2960,abalone_19,SMOTE,not majority,SVM,og,-0.2222972972972973,-0.12144956103333682,-0.2222972972972973,-0.11958996951332984
2962,abalone_19,SMOTE,not majority,KNN,og,-0.13851351351351354,-0.042132870334758266,-0.13851351351351354,-0.07186615290470527
2964,abalone_19,SMOTE,not majority,Tree,og,0.03716216216216217,0.058798511430090405,0.03716216216216217,0.06325098077359526
2966,abalone_19,SMOTE,not majority,Logistic,og,-0.26891891891891895,-0.13798066750720994,-0.26891891891891895,-0.13273777180465757
2968,abalone_19,SMOTE,all,SVM,og,-0.11891891891891893,-0.06764619264340854,-0.11891891891891893,-0.07999721797190157
2970,abalone_19,SMOTE,all,KNN,og,-0.0851351351351351,-0.018751442291842946,-0.0851351351351351,-0.05539752667998149
2972,abalone_19,SMOTE,all,Tree,og,-0.0060810810810810745,0.013432942994436536,-0.0060810810810810745,0.004917488526511082
2974,abalone_19,SMOTE,all,Logistic,og,-0.25878378378378375,-0.12028371954842543,-0.25878378378378375,-0.12248997189729299
2976,abalone_19,SMOTEN,minority,SVM,og,-0.016216216216216273,-0.031755527069584955,-0.016216216216216273,-0.046487870176839474
2978,abalone_19,SMOTEN,minority,KNN,og,-0.0398648648648649,-0.055192062586152446,-0.0398648648648649,-0.07388531144138927
2980,abalone_19,SMOTEN,minority,Tree,og,0.09662162162162158,0.08831709733178794,0.09662162162162158,0.08312065381030898
2982,abalone_19,SMOTEN,minority,Logistic,og,-0.10608108108108105,-0.0972417260449715,-0.10608108108108105,-0.10074768229630943
2984,abalone_19,SMOTEN,not minority,SVM,og,0.0,0.0,0.0,0.0
2986,abalone_19,SMOTEN,not minority,KNN,og,0.0,0.0,0.0,0.0
2988,abalone_19,SMOTEN,not minority,Tree,og,0.0,0.0,0.0,0.0
2990,abalone_19,SMOTEN,not minority,Logistic,og,0.0,0.0,0.0,0.0
2992,abalone_19,SMOTEN,not majority,SVM,og,-0.016216216216216273,-0.031755527069584955,-0.016216216216216273,-0.046487870176839474
2994,abalone_19,SMOTEN,not majority,KNN,og,-0.0398648648648649,-0.055192062586152446,-0.0398648648648649,-0.07388531144138927
2996,abalone_19,SMOTEN,not majority,Tree,og,0.10000000000000003,0.09841106790259335,0.10000000000000003,0.09725525353521519
2998,abalone_19,SMOTEN,not majority,Logistic,og,-0.10608108108108105,-0.0972417260449715,-0.10608108108108105,-0.10074768229630943
3000,abalone_19,SMOTEN,all,SVM,og,-0.016216216216216273,-0.031755527069584955,-0.016216216216216273,-0.046487870176839474
3002,abalone_19,SMOTEN,all,KNN,og,-0.0398648648648649,-0.055192062586152446,-0.0398648648648649,-0.07388531144138927
3004,abalone_19,SMOTEN,all,Tree,og,0.060135135135135076,0.05700956058098916,0.060135135135135076,0.05384116993706034
3006,abalone_19,SMOTEN,all,Logistic,og,-0.10608108108108105,-0.0972417260449715,-0.10608108108108105,-0.10074768229630943
3008,abalone_19,SVMSMOTE,minority,SVM,og,-0.08918918918918917,-0.06925441370662588,-0.08918918918918917,-0.07752669579335009
3010,abalone_19,SVMSMOTE,minority,KNN,og,0.027702702702702697,0.014244842095369026,0.027702702702702697,-0.016425437996479608
3012,abalone_19,SVMSMOTE,minority,Tree,og,-0.03648648648648645,-0.022840746518452915,-0.03648648648648645,-0.019609986227076104
3014,abalone_19,SVMSMOTE,minority,Logistic,og,-0.09256756756756757,-0.0743818273230038,-0.09256756756756757,-0.08128325077967341
3016,abalone_19,SVMSMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
3018,abalone_19,SVMSMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
3020,abalone_19,SVMSMOTE,not minority,Tree,og,-0.006756756756756688,-0.008153654582225944,-0.006756756756756688,-0.008749845736147122
3022,abalone_19,SVMSMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
3024,abalone_19,SVMSMOTE,not majority,SVM,og,-0.1358108108108108,-0.09338237918574654,-0.1358108108108108,-0.0963798691371614
3026,abalone_19,SVMSMOTE,not majority,KNN,og,-0.16554054054054063,-0.07729165454240289,-0.16554054054054063,-0.08801564027370484
3028,abalone_19,SVMSMOTE,not majority,Tree,og,0.010135135135135087,0.011952511199432081,0.010135135135135087,0.012167538891676766
3030,abalone_19,SVMSMOTE,not majority,Logistic,og,-0.2256756756756757,-0.12747201619509352,-0.2256756756756757,-0.12340381137849493
3032,abalone_19,SVMSMOTE,all,SVM,og,-0.2155405405405405,-0.10995405996840724,-0.2155405405405405,-0.11267173167257721
3034,abalone_19,SVMSMOTE,all,KNN,og,-0.15540540540540543,-0.06348113072176792,-0.15540540540540543,-0.08121070568188499
3036,abalone_19,SVMSMOTE,all,Tree,og,0.09391891891891896,0.0945398743814237,0.09391891891891896,0.08333393553981794
3038,abalone_19,SVMSMOTE,all,Logistic,og,-0.2189189189189189,-0.1156152315998864,-0.2189189189189189,-0.11602056962025314
3040,abalone_19,ADASYN,minority,SVM,og,-0.20540540540540542,-0.09387997623291744,-0.20540540540540542,-0.10375183147983574
3042,abalone_19,ADASYN,minority,KNN,og,-0.13175675675675674,-0.03404271842637313,-0.13175675675675674,-0.06865846896506739
3044,abalone_19,ADASYN,minority,Tree,og,-0.0060810810810810745,0.013432942994436536,-0.0060810810810810745,0.004917488526511082
3046,abalone_19,ADASYN,minority,Logistic,og,-0.25540540540540535,-0.1146998528808818,-0.25540540540540535,-0.11945044766903362
3048,abalone_19,ADASYN,not minority,SVM,og,0.0,0.0,0.0,0.0
3050,abalone_19,ADASYN,not minority,KNN,og,0.0,0.0,0.0,0.0
3052,abalone_19,ADASYN,not minority,Tree,og,-0.050000000000000044,-0.046829941321466784,-0.050000000000000044,-0.04410361196075485
3054,abalone_19,ADASYN,not minority,Logistic,og,0.0,0.0,0.0,0.0
3056,abalone_19,ADASYN,not majority,SVM,og,-0.25878378378378375,-0.12028371954842543,-0.25878378378378375,-0.12248997189729299
3058,abalone_19,ADASYN,not majority,KNN,og,-0.13175675675675674,-0.03404271842637313,-0.13175675675675674,-0.06865846896506739
3060,abalone_19,ADASYN,not majority,Tree,og,0.07364864864864867,0.07264009403473365,0.07364864864864867,0.06620133546648832
3062,abalone_19,ADASYN,not majority,Logistic,og,-0.25878378378378375,-0.12028371954842543,-0.25878378378378375,-0.12248997189729299
3064,abalone_19,ADASYN,all,SVM,og,-0.24527027027027026,-0.09874036679348352,-0.24527027027027026,-0.1112508327781479
3066,abalone_19,ADASYN,all,KNN,og,-0.13175675675675674,-0.03404271842637313,-0.13175675675675674,-0.06865846896506739
3068,abalone_19,ADASYN,all,Tree,og,-0.07972972972972969,-0.04796293166237997,-0.07972972972972969,-0.03892521174935837
3070,abalone_19,ADASYN,all,Logistic,og,-0.25540540540540535,-0.1146998528808818,-0.25540540540540535,-0.11945044766903362
3072,new-thyroid-multiclass,SMOTE,minority,SVM,og,-0.0370370370370372,-0.02303955212833242,-0.0370370370370372,-0.0063775510204081565
3074,new-thyroid-multiclass,SMOTE,minority,KNN,og,-0.0370370370370372,-0.02303955212833242,-0.0370370370370372,-0.0063775510204081565
3076,new-thyroid-multiclass,SMOTE,minority,Tree,og,0.014814814814814725,0.04056948189575793,0.014814814814814725,0.06805555555555542
3078,new-thyroid-multiclass,SMOTE,minority,Logistic,og,-0.006734006734006814,0.004357298474945703,-0.006734006734006814,0.0
3080,new-thyroid-multiclass,SMOTE,not minority,SVM,og,-0.030303030303030387,-0.022729954605112512,-0.030303030303030387,-0.0063775510204081565
3082,new-thyroid-multiclass,SMOTE,not minority,KNN,og,0.01414141414141401,0.020783041991375373,0.01414141414141401,0.0339002267573697
3084,new-thyroid-multiclass,SMOTE,not minority,Tree,og,0.0,0.0,0.0,0.0
3086,new-thyroid-multiclass,SMOTE,not minority,Logistic,og,-0.023569023569023684,-0.02204137969733111,-0.023569023569023684,-0.006122448979591799
3088,new-thyroid-multiclass,SMOTE,not majority,SVM,og,-0.06734006734006748,-0.04584410910281633,-0.06734006734006748,-0.01302648719062105
3090,new-thyroid-multiclass,SMOTE,not majority,KNN,og,-0.05993265993266006,-0.027815760639685383,-0.05993265993266006,0.020615202602780158
3092,new-thyroid-multiclass,SMOTE,not majority,Tree,og,0.014814814814814725,0.04056948189575793,0.014814814814814725,0.06805555555555542
3094,new-thyroid-multiclass,SMOTE,not majority,Logistic,og,-0.09764309764309775,-0.07064606671552409,-0.09764309764309775,-0.01914893617021285
3096,new-thyroid-multiclass,SMOTE,all,SVM,og,-0.06734006734006748,-0.04584410910281633,-0.06734006734006748,-0.01302648719062105
3098,new-thyroid-multiclass,SMOTE,all,KNN,og,-0.06734006734006748,-0.04584410910281633,-0.06734006734006748,-0.01302648719062105
3100,new-thyroid-multiclass,SMOTE,all,Tree,og,0.007407407407407418,0.02116192999534039,0.007407407407407418,0.03771730914588056
3102,new-thyroid-multiclass,SMOTE,all,Logistic,og,-0.09764309764309775,-0.07064606671552409,-0.09764309764309775,-0.01914893617021285
3104,new-thyroid-multiclass,SMOTEN,minority,SVM,og,0.0,0.0,0.0,0.0
3106,new-thyroid-multiclass,SMOTEN,minority,KNN,og,0.030303030303030276,0.02480195761270776,0.030303030303030276,0.006122448979591799
3108,new-thyroid-multiclass,SMOTEN,minority,Tree,og,0.0,0.0,0.0,0.0
3110,new-thyroid-multiclass,SMOTEN,minority,Logistic,og,-0.006734006734006814,0.004357298474945703,-0.006734006734006814,0.0
3112,new-thyroid-multiclass,SMOTEN,not minority,SVM,og,-0.03097643097643099,0.02257796328345041,-0.03097643097643099,0.08353108685334598
3114,new-thyroid-multiclass,SMOTEN,not minority,KNN,og,0.02154882154882143,0.03758803845976588,0.02154882154882143,0.0617639705785602
3116,new-thyroid-multiclass,SMOTEN,not minority,Tree,og,0.0,0.0,0.0,0.0
3118,new-thyroid-multiclass,SMOTEN,not minority,Logistic,og,-0.11380471380471391,-0.06971777269260093,-0.11380471380471391,0.0018518518518518823
3120,new-thyroid-multiclass,SMOTEN,not majority,SVM,og,-0.08350168350168363,-0.04491581507989317,-0.08350168350168363,0.007974300831443681
3122,new-thyroid-multiclass,SMOTEN,not majority,KNN,og,-0.03838383838383841,0.00746617120536619,-0.03838383838383841,0.0648637077208506
3124,new-thyroid-multiclass,SMOTEN,not majority,Tree,og,0.007407407407407418,0.02116192999534039,0.007407407407407418,0.03771730914588056
3126,new-thyroid-multiclass,SMOTEN,not majority,Logistic,og,-0.1508417508417509,-0.09298770488520336,-0.1508417508417509,-0.005555555555555536
3128,new-thyroid-multiclass,SMOTEN,all,SVM,og,-0.08350168350168363,-0.04491581507989317,-0.08350168350168363,0.007974300831443681
3130,new-thyroid-multiclass,SMOTEN,all,KNN,og,-0.03838383838383841,0.00746617120536619,-0.03838383838383841,0.0648637077208506
3132,new-thyroid-multiclass,SMOTEN,all,Tree,og,0.0,0.0,0.0,0.0
3134,new-thyroid-multiclass,SMOTEN,all,Logistic,og,-0.1508417508417509,-0.09298770488520336,-0.1508417508417509,-0.005555555555555536
3136,new-thyroid-multiclass,SVMSMOTE,minority,SVM,og,-0.0370370370370372,-0.02303955212833242,-0.0370370370370372,-0.0063775510204081565
3138,new-thyroid-multiclass,SVMSMOTE,minority,KNN,og,-0.0370370370370372,-0.02303955212833242,-0.0370370370370372,-0.0063775510204081565
3140,new-thyroid-multiclass,SVMSMOTE,minority,Tree,og,0.007407407407407307,0.01940755190041754,0.007407407407407307,0.030338246409674863
3142,new-thyroid-multiclass,SVMSMOTE,minority,Logistic,og,-0.006734006734006814,0.004357298474945703,-0.006734006734006814,0.0
3144,new-thyroid-multiclass,SVMSMOTE,not minority,SVM,og,-0.022895622895622858,-0.004704174868252808,-0.022895622895622858,0.02739904472427268
3146,new-thyroid-multiclass,SVMSMOTE,not minority,KNN,og,0.01414141414141401,0.020783041991375373,0.01414141414141401,0.0339002267573697
3148,new-thyroid-multiclass,SVMSMOTE,not minority,Tree,og,0.0,0.0,0.0,0.0
3150,new-thyroid-multiclass,SVMSMOTE,not minority,Logistic,og,-0.023569023569023684,-0.02204137969733111,-0.023569023569023684,-0.006122448979591799
3152,new-thyroid-multiclass,SVMSMOTE,not majority,SVM,og,-0.09023569023569034,-0.0487133815373062,-0.09023569023569034,0.010499553356696167
3154,new-thyroid-multiclass,SVMSMOTE,not majority,KNN,og,-0.05993265993266006,-0.027815760639685383,-0.05993265993266006,0.020615202602780158
3156,new-thyroid-multiclass,SVMSMOTE,not majority,Tree,og,0.014814814814814725,0.04056948189575793,0.014814814814814725,0.06805555555555542
3158,new-thyroid-multiclass,SVMSMOTE,not majority,Logistic,og,-0.09764309764309775,-0.07064606671552409,-0.09764309764309775,-0.01914893617021285
3160,new-thyroid-multiclass,SVMSMOTE,all,SVM,og,-0.0370370370370372,-0.02303955212833242,-0.0370370370370372,-0.0063775510204081565
3162,new-thyroid-multiclass,SVMSMOTE,all,KNN,og,-0.05993265993266006,-0.027815760639685383,-0.05993265993266006,0.020615202602780158
3164,new-thyroid-multiclass,SVMSMOTE,all,Tree,og,-0.007407407407407418,-0.02116192999534039,-0.007407407407407418,-0.03771730914588056
3166,new-thyroid-multiclass,SVMSMOTE,all,Logistic,og,-0.09764309764309775,-0.07064606671552409,-0.09764309764309775,-0.01914893617021285
3168,new-thyroid-multiclass,ADASYN,minority,SVM,og,-0.0370370370370372,-0.02303955212833242,-0.0370370370370372,-0.0063775510204081565
3170,new-thyroid-multiclass,ADASYN,minority,KNN,og,-0.006734006734006814,0.001834651989450764,-0.006734006734006814,0.0
3172,new-thyroid-multiclass,ADASYN,minority,Tree,og,0.051851851851851816,0.06529116561393755,0.051851851851851816,0.08155706727135303
3174,new-thyroid-multiclass,ADASYN,minority,Logistic,og,-0.006734006734006814,0.004357298474945703,-0.006734006734006814,0.0
3176,new-thyroid-multiclass,ADASYN,not minority,SVM,og,-0.030303030303030387,-0.022729954605112512,-0.030303030303030387,-0.0063775510204081565
3178,new-thyroid-multiclass,ADASYN,not minority,KNN,og,-0.022895622895622858,-0.004704174868252808,-0.022895622895622858,0.02739904472427268
3180,new-thyroid-multiclass,ADASYN,not minority,Tree,og,0.007407407407407418,0.02116192999534039,0.007407407407407418,0.03771730914588056
3182,new-thyroid-multiclass,ADASYN,not minority,Logistic,og,-0.09090909090909094,-0.06849854103858666,-0.09090909090909094,-0.01914893617021285
3184,new-thyroid-multiclass,ADASYN,not majority,SVM,og,-0.09023569023569034,-0.0487133815373062,-0.09023569023569034,0.010499553356696167
3186,new-thyroid-multiclass,ADASYN,not majority,KNN,og,-0.05993265993266006,-0.027815760639685383,-0.05993265993266006,0.020615202602780158
3188,new-thyroid-multiclass,ADASYN,not majority,Tree,og,0.051851851851851816,0.06529116561393755,0.051851851851851816,0.08155706727135303
3190,new-thyroid-multiclass,ADASYN,not majority,Logistic,og,-0.12794612794612803,-0.09168975732443219,-0.12794612794612803,-0.02608695652173909
3192,new-thyroid-multiclass,ADASYN,all,SVM,og,-0.06734006734006748,-0.04584410910281633,-0.06734006734006748,-0.01302648719062105
3194,new-thyroid-multiclass,ADASYN,all,KNN,og,-0.06734006734006748,-0.04584410910281633,-0.06734006734006748,-0.01302648719062105
3196,new-thyroid-multiclass,ADASYN,all,Tree,og,0.007407407407407418,0.02116192999534039,0.007407407407407418,0.03771730914588056
3198,new-thyroid-multiclass,ADASYN,all,Logistic,og,-0.12794612794612803,-0.09168975732443219,-0.12794612794612803,-0.02608695652173909
3200,glass-multiclass,SMOTE,minority,SVM,og,0.00793650793650802,0.008136924803591516,0.00793650793650802,0.008785257908680122
3202,glass-multiclass,SMOTE,minority,KNN,og,-0.12962962962962965,-0.08292148900904028,-0.12962962962962965,0.012500000000000011
3204,glass-multiclass,SMOTE,minority,Tree,og,0.07554635380722347,0.021594688313956945,0.07554635380722347,-0.12022283875544737
3206,glass-multiclass,SMOTE,minority,Logistic,og,-0.007246376811594235,-0.01060295913237097,-0.007246376811594235,-0.01676245210727967
3208,glass-multiclass,SMOTE,not minority,SVM,og,-0.10296756383712907,-0.07135990343047938,-0.10296756383712907,-0.0524154589371979
3210,glass-multiclass,SMOTE,not minority,KNN,og,-0.163871635610766,-0.12670749200044135,-0.163871635610766,-0.11928661616161618
3212,glass-multiclass,SMOTE,not minority,Tree,og,-0.12995169082125602,-0.1212660862815661,-0.12995169082125602,-0.16150878533231472
3214,glass-multiclass,SMOTE,not minority,Logistic,og,-0.1040545203588682,-0.07718757878276117,-0.1040545203588682,-0.07786377708978331
3216,glass-multiclass,SMOTE,not majority,SVM,og,-0.09572118702553484,-0.06071646628380456,-0.09572118702553484,-0.043335529205094314
3218,glass-multiclass,SMOTE,not majority,KNN,og,-0.24026915113871627,-0.20262504363438721,-0.24026915113871627,-0.1346275252525252
3220,glass-multiclass,SMOTE,not majority,Tree,og,0.023326432022084287,0.05087322807911032,0.023326432022084287,0.07687830687830677
3222,glass-multiclass,SMOTE,not majority,Logistic,og,-0.12289510006901305,-0.07465220565915265,-0.12289510006901305,-0.07790032679738557
3224,glass-multiclass,SMOTE,all,SVM,og,-0.071911663216011,-0.029953287736042444,-0.071911663216011,-0.02225672877846785
3226,glass-multiclass,SMOTE,all,KNN,og,-0.24487002530480784,-0.2120391760136358,-0.24487002530480784,-0.15406825609031494
3228,glass-multiclass,SMOTE,all,Tree,og,-0.1054520358868184,-0.08334709322325429,-0.1054520358868184,-0.1300978197546825
3230,glass-multiclass,SMOTE,all,Logistic,og,-0.11564872325741904,-0.060497159925159694,-0.11564872325741904,-0.0619281045751634
3232,glass-multiclass,SMOTEN,minority,SVM,og,-0.0006901311249136732,0.0009770371472499484,-0.0006901311249136732,0.0032579863914197205
3234,glass-multiclass,SMOTEN,minority,KNN,og,-0.025764895330112614,-0.02035677357541943,-0.025764895330112614,-0.012746755186271275
3236,glass-multiclass,SMOTEN,minority,Tree,og,-0.12624798711755236,-0.10624829572198002,-0.12624798711755236,-0.08369613745881499
3238,glass-multiclass,SMOTEN,minority,Logistic,og,0.0,0.0,0.0,0.0
3240,glass-multiclass,SMOTEN,not minority,SVM,og,-0.0297906602254428,-0.0193063298820495,-0.0297906602254428,0.0032825467608077474
3242,glass-multiclass,SMOTEN,not minority,KNN,og,-0.07902576489533009,-0.09874941090318529,-0.07902576489533009,-0.20729166666666676
3244,glass-multiclass,SMOTEN,not minority,Tree,og,-0.0006901311249137843,-0.022733420853721542,-0.0006901311249137843,-0.11120268620268625
3246,glass-multiclass,SMOTEN,not minority,Logistic,og,-0.02717391304347827,-0.026092644445616098,-0.02717391304347827,-0.06067447045707908
3248,glass-multiclass,SMOTEN,not majority,SVM,og,-0.01782838739360476,-0.012892817059483641,-0.01782838739360476,-0.0008181393174380158
3250,glass-multiclass,SMOTEN,not majority,KNN,og,-0.07145732689210943,-0.06030386352250949,-0.07145732689210943,-0.05332800629383827
3252,glass-multiclass,SMOTEN,not majority,Tree,og,0.04090177133655393,0.010797045046270992,0.04090177133655393,0.0032567269331975623
3254,glass-multiclass,SMOTEN,not majority,Logistic,og,-0.048913043478260865,-0.04344070961718016,-0.048913043478260865,-0.045093795093795075
3256,glass-multiclass,SMOTEN,all,SVM,og,-0.037037037037037035,-0.026194166731250967,-0.037037037037037035,-0.003209109730848758
3258,glass-multiclass,SMOTEN,all,KNN,og,-0.16759259259259263,-0.1840193687435227,-0.16759259259259263,-0.24388170498084294
3260,glass-multiclass,SMOTEN,all,Tree,og,-0.16259489302967567,-0.15261842855827812,-0.16259489302967567,-0.14692101199454133
3262,glass-multiclass,SMOTEN,all,Logistic,og,-0.048913043478260865,-0.05673679000811893,-0.048913043478260865,-0.09486531986531987
3264,glass-multiclass,SVMSMOTE,minority,SVM,og,0.00793650793650802,0.00757575757575768,0.00793650793650802,0.007246376811594235
3266,glass-multiclass,SVMSMOTE,minority,KNN,og,-0.11111111111111105,-0.09376361655773419,-0.11111111111111105,-0.024801587301587324
3268,glass-multiclass,SVMSMOTE,minority,Tree,og,-0.03064182194616971,-0.055986813223655174,-0.03064182194616971,-0.056502849002848965
3270,glass-multiclass,SVMSMOTE,minority,Logistic,og,-0.007246376811594235,-0.01060295913237097,-0.007246376811594235,-0.01676245210727967
3272,glass-multiclass,SVMSMOTE,not minority,SVM,og,0.014492753623188415,0.01447949213906663,0.014492753623188415,0.015415369238457766
3274,glass-multiclass,SVMSMOTE,not minority,KNN,og,-0.19285714285714284,-0.17094567142833922,-0.19285714285714284,-0.16423611111111114
3276,glass-multiclass,SVMSMOTE,not minority,Tree,og,-0.19880952380952388,-0.14982247284878858,-0.19880952380952388,-0.12788359788359782
3278,glass-multiclass,SVMSMOTE,not minority,Logistic,og,0.018167701863354035,0.006350175214858367,0.018167701863354035,-0.019444444444444375
3280,glass-multiclass,SVMSMOTE,not majority,SVM,og,0.011847250977685797,0.010306496335908188,0.011847250977685797,0.018417874396135403
3282,glass-multiclass,SVMSMOTE,not majority,KNN,og,-0.23359788359788347,-0.22556746702140712,-0.23359788359788347,-0.17606550343249427
3284,glass-multiclass,SVMSMOTE,not majority,Tree,og,-0.17500000000000004,-0.16668987731017815,-0.17500000000000004,-0.24580997705997698
3286,glass-multiclass,SVMSMOTE,not majority,Logistic,og,-0.09246031746031746,-0.0859087977668086,-0.09246031746031746,-0.08454715219421105
3288,glass-multiclass,SVMSMOTE,all,SVM,og,0.03105590062111807,0.023243182150597785,0.03105590062111807,0.017786561264822254
3290,glass-multiclass,SVMSMOTE,all,KNN,og,-0.21751782838739364,-0.19353229352281892,-0.21751782838739364,-0.11959325396825393
3292,glass-multiclass,SVMSMOTE,all,Tree,og,-0.04403036576949615,-0.030405286721076452,-0.04403036576949615,-0.042442397834554724
3294,glass-multiclass,SVMSMOTE,all,Logistic,og,0.0038819875776398005,0.00017535469472340637,0.0038819875776398005,-0.003947368421052588
3296,glass-multiclass,ADASYN,minority,SVM,og,0.00793650793650802,0.008136924803591516,0.00793650793650802,0.008785257908680122
3298,glass-multiclass,ADASYN,minority,KNN,og,-0.12962962962962965,-0.08292148900904028,-0.12962962962962965,0.012500000000000011
3300,glass-multiclass,ADASYN,minority,Tree,og,0.14729698642742112,0.11839995075289189,0.14729698642742112,0.05412786774628875
3302,glass-multiclass,ADASYN,minority,Logistic,og,0.0006901311249136732,0.01945127644553757,0.0006901311249136732,0.030158730158730163
3304,iris_skl,SMOTE,minority,SVM,og,0.0,0.0,0.0,0.0
3306,iris_skl,SMOTE,minority,KNN,og,0.0,0.0,0.0,0.0
3308,iris_skl,SMOTE,minority,Tree,og,0.0,0.0,0.0,0.0
3310,iris_skl,SMOTE,minority,Logistic,og,0.0,0.0,0.0,0.0
3312,iris_skl,SMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
3314,iris_skl,SMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
3316,iris_skl,SMOTE,not minority,Tree,og,0.0,0.0,0.0,0.0
3318,iris_skl,SMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
3320,iris_skl,SMOTE,not majority,SVM,og,0.0,0.0,0.0,0.0
3322,iris_skl,SMOTE,not majority,KNN,og,0.0,0.0,0.0,0.0
3324,iris_skl,SMOTE,not majority,Tree,og,0.0,0.0,0.0,0.0
3326,iris_skl,SMOTE,not majority,Logistic,og,0.0,0.0,0.0,0.0
3328,iris_skl,SMOTE,all,SVM,og,0.0,0.0,0.0,0.0
3330,iris_skl,SMOTE,all,KNN,og,0.0,0.0,0.0,0.0
3332,iris_skl,SMOTE,all,Tree,og,0.0,0.0,0.0,0.0
3334,iris_skl,SMOTE,all,Logistic,og,0.0,0.0,0.0,0.0
3336,iris_skl,SMOTEN,minority,SVM,og,0.0,0.0,0.0,0.0
3338,iris_skl,SMOTEN,minority,KNN,og,0.0,0.0,0.0,0.0
